asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes,polymarket_benchmark_conflict,kalshi_benchmark_conflict
eth,eth:1785046500000,1785046500000,1785047400000,2026-07-26T06:15:00Z,DOWN,NO,,1877.31,official-venue-resolution,false,false,false,,
hype,hype:1785046500000,1785046500000,1785047400000,2026-07-26T06:15:00Z,DOWN,NO,,58.4356,official-venue-resolution,false,false,false,,
sol,sol:1785046500000,1785046500000,1785047400000,2026-07-26T06:15:00Z,DOWN,NO,,74.711,official-venue-resolution,false,false,false,,
xrp,xrp:1785046500000,1785046500000,1785047400000,2026-07-26T06:15:00Z,DOWN,NO,,1.0953,official-venue-resolution,false,false,false,,
bnb,bnb:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,570.86,official-venue-resolution,false,false,false,,
btc,btc:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,64316.26,official-venue-resolution,false,false,false,,
doge,doge:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,0.0728997,official-venue-resolution,false,false,false,,
eth,eth:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,1880.8,official-venue-resolution,false,false,false,,
hype,hype:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,58.6928,official-venue-resolution,false,false,false,,
sol,sol:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,74.8637,official-venue-resolution,false,false,false,,
xrp,xrp:1785047400000,1785047400000,1785048300000,2026-07-26T06:30:00Z,UP,YES,,1.0978,official-venue-resolution,false,false,false,,
bnb,bnb:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,UP,YES,,571.97,official-venue-resolution,false,false,false,,
btc,btc:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,UP,YES,,64379.33,official-venue-resolution,false,false,false,,
doge,doge:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,UP,YES,,0.0734549,official-venue-resolution,false,false,false,,
eth,eth:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,UP,YES,,1883.81,official-venue-resolution,false,false,false,,
hype,hype:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,DOWN,NO,,58.6299,official-venue-resolution,false,false,false,,
sol,sol:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,UP,YES,,75.0685,official-venue-resolution,false,false,false,,
xrp,xrp:1785048300000,1785048300000,1785049200000,2026-07-26T06:45:00Z,UP,YES,,1.0994,official-venue-resolution,false,false,false,,
bnb,bnb:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,DOWN,NO,,571.84,official-venue-resolution,false,false,false,,
btc,btc:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,DOWN,NO,,64358.34,official-venue-resolution,false,false,false,,
doge,doge:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,UP,YES,,0.0737483,official-venue-resolution,false,false,false,,
eth,eth:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,DOWN,NO,,1883.26,official-venue-resolution,false,false,false,,
hype,hype:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,UP,YES,,58.6814,official-venue-resolution,false,false,false,,
sol,sol:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,DOWN,NO,,74.9633,official-venue-resolution,false,false,false,,
xrp,xrp:1785049200000,1785049200000,1785050100000,2026-07-26T07:00:00Z,UP,YES,,1.0998,official-venue-resolution,false,false,false,,
bnb,bnb:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,DOWN,NO,,571.13,official-venue-resolution,false,false,false,,
btc,btc:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,DOWN,NO,,64315.22,official-venue-resolution,false,false,false,,
doge,doge:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,DOWN,NO,,0.0734219,official-venue-resolution,false,false,false,,
eth,eth:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,DOWN,NO,,1882.16,official-venue-resolution,false,false,false,,
hype,hype:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,UP,YES,,58.7594,official-venue-resolution,false,false,false,,
sol,sol:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,DOWN,NO,,74.8997,official-venue-resolution,false,false,false,,
xrp,xrp:1785050100000,1785050100000,1785051000000,2026-07-26T07:15:00Z,DOWN,NO,,1.0983,official-venue-resolution,false,false,false,,
bnb,bnb:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,UP,YES,,571.39,official-venue-resolution,false,false,false,,
btc,btc:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,DOWN,NO,,64306.98,official-venue-resolution,false,false,false,,
doge,doge:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,DOWN,NO,,0.0732292,official-venue-resolution,false,false,false,,
eth,eth:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,DOWN,NO,,1879.78,official-venue-resolution,false,false,false,,
hype,hype:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,DOWN,NO,,58.6834,official-venue-resolution,false,false,false,,
sol,sol:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,DOWN,NO,,74.8688,official-venue-resolution,false,false,false,,
xrp,xrp:1785051000000,1785051000000,1785051900000,2026-07-26T07:30:00Z,DOWN,NO,,1.0976,official-venue-resolution,false,false,false,,
bnb,bnb:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,DOWN,NO,,571.25,official-venue-resolution,false,false,false,,
btc,btc:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,UP,YES,,64312.98,official-venue-resolution,false,false,false,,
doge,doge:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,UP,NO,,0.073192,official-venue-resolution,true,false,true,,
eth,eth:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,UP,YES,,1879.97,official-venue-resolution,false,false,false,,
hype,hype:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,DOWN,NO,,58.6273,official-venue-resolution,false,false,false,,
sol,sol:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,DOWN,NO,,74.8165,official-venue-resolution,false,false,false,,
xrp,xrp:1785051900000,1785051900000,1785052800000,2026-07-26T07:45:00Z,UP,YES,,1.0979,official-venue-resolution,false,false,false,,
bnb,bnb:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,UP,YES,,571.28,official-venue-resolution,false,false,false,,
btc,btc:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,UP,YES,,64330.65,official-venue-resolution,false,false,false,,
doge,doge:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,UP,YES,,0.0732794,official-venue-resolution,false,false,false,,
eth,eth:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,DOWN,NO,,1879.16,official-venue-resolution,false,false,false,,
hype,hype:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,DOWN,NO,,58.5376,official-venue-resolution,false,false,false,,
sol,sol:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,UP,YES,,74.8747,official-venue-resolution,false,false,false,,
xrp,xrp:1785052800000,1785052800000,1785053700000,2026-07-26T08:00:00Z,UP,YES,,1.0982,official-venue-resolution,false,false,false,,
bnb,bnb:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,UP,NO,,571.16,official-venue-resolution,true,false,true,,
btc,btc:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,UP,YES,,64339.36,official-venue-resolution,false,false,false,,
doge,doge:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,UP,YES,,0.0735865,official-venue-resolution,false,false,false,,
eth,eth:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,UP,NO,,1878.81,official-venue-resolution,true,false,true,,
hype,hype:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,DOWN,NO,,58.4746,official-venue-resolution,false,false,false,,
sol,sol:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,DOWN,NO,,74.8402,official-venue-resolution,false,false,false,,
xrp,xrp:1785053700000,1785053700000,1785054600000,2026-07-26T08:15:00Z,UP,YES,,1.0984,official-venue-resolution,false,false,false,,
bnb,bnb:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,DOWN,NO,,571.08,official-venue-resolution,false,false,false,,
btc,btc:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,UP,YES,,64382.47,official-venue-resolution,false,false,false,,
doge,doge:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,DOWN,NO,,0.0734157,official-venue-resolution,false,false,false,,
eth,eth:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,UP,YES,,1880.22,official-venue-resolution,false,false,false,,
hype,hype:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,DOWN,NO,,58.4212,official-venue-resolution,false,false,false,,
sol,sol:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,UP,YES,,74.8747,official-venue-resolution,false,false,false,,
xrp,xrp:1785054600000,1785054600000,1785055500000,2026-07-26T08:30:00Z,DOWN,YES,,1.0984,official-venue-resolution,true,true,false,,
bnb,bnb:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,UP,YES,,571.34,official-venue-resolution,false,false,false,,
btc,btc:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,UP,YES,,64423.2,official-venue-resolution,false,false,false,,
doge,doge:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,DOWN,NO,,0.0733877,official-venue-resolution,false,false,false,,
eth,eth:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,DOWN,YES,,1880.34,official-venue-resolution,true,true,false,,
hype,hype:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,UP,YES,,58.5102,official-venue-resolution,false,false,false,,
sol,sol:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,UP,YES,,74.955,official-venue-resolution,false,false,false,,
xrp,xrp:1785055500000,1785055500000,1785056400000,2026-07-26T08:45:00Z,UP,YES,,1.0988,official-venue-resolution,false,false,false,,
bnb,bnb:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,DOWN,NO,,571.28,official-venue-resolution,false,false,false,,
btc,btc:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,UP,YES,,64439.02,official-venue-resolution,false,false,false,,
doge,doge:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,DOWN,NO,,0.0732979,official-venue-resolution,false,false,false,,
eth,eth:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,UP,YES,,1880.93,official-venue-resolution,false,false,false,,
hype,hype:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,UP,YES,,58.7042,official-venue-resolution,false,false,false,,
sol,sol:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,UP,YES,,74.9815,official-venue-resolution,false,false,false,,
xrp,xrp:1785056400000,1785056400000,1785057300000,2026-07-26T09:00:00Z,UP,YES,,1.0994,official-venue-resolution,false,false,false,,
bnb,bnb:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,DOWN,NO,,570.96,official-venue-resolution,false,false,false,,
btc,btc:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,UP,YES,,64474.18,official-venue-resolution,false,false,false,,
doge,doge:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,DOWN,NO,,0.0730896,official-venue-resolution,false,false,false,,
eth,eth:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,UP,YES,,1882.77,official-venue-resolution,false,false,false,,
hype,hype:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,UP,YES,,58.7462,official-venue-resolution,false,false,false,,
sol,sol:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,UP,YES,,75.0198,official-venue-resolution,false,false,false,,
xrp,xrp:1785057300000,1785057300000,1785058200000,2026-07-26T09:15:00Z,DOWN,NO,,1.0993,official-venue-resolution,false,false,false,,
bnb,bnb:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,UP,YES,,571.07,official-venue-resolution,false,false,false,,
btc,btc:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,UP,YES,,64481.91,official-venue-resolution,false,false,false,,
doge,doge:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,UP,YES,,0.0732469,official-venue-resolution,false,false,false,,
eth,eth:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,UP,YES,,1883.47,official-venue-resolution,false,false,false,,
hype,hype:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,DOWN,NO,,58.7394,official-venue-resolution,false,false,false,,
sol,sol:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,UP,YES,,75.1167,official-venue-resolution,false,false,false,,
xrp,xrp:1785058200000,1785058200000,1785059100000,2026-07-26T09:30:00Z,DOWN,NO,,1.0991,official-venue-resolution,false,false,false,,
bnb,bnb:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,UP,YES,,571.13,official-venue-resolution,false,false,false,,
btc,btc:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,DOWN,NO,,64476.72,official-venue-resolution,false,false,false,,
doge,doge:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,DOWN,NO,,0.0732198,official-venue-resolution,false,false,false,,
eth,eth:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,DOWN,NO,,1882.57,official-venue-resolution,false,false,false,,
hype,hype:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,DOWN,NO,,58.6842,official-venue-resolution,false,false,false,,
sol,sol:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,DOWN,NO,,75.02,official-venue-resolution,false,false,false,,
xrp,xrp:1785059100000,1785059100000,1785060000000,2026-07-26T09:45:00Z,DOWN,YES,,1.0991,official-venue-resolution,true,true,false,,
bnb,bnb:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,DOWN,NO,,570.92,official-venue-resolution,false,false,false,,
btc,btc:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,DOWN,NO,,64453.23,official-venue-resolution,false,false,false,,
doge,doge:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,UP,YES,,0.0733044,official-venue-resolution,false,false,false,,
eth,eth:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,UP,YES,,1883.8,official-venue-resolution,false,false,false,,
hype,hype:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,UP,YES,,58.8595,official-venue-resolution,false,false,false,,
sol,sol:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,UP,YES,,75.0977,official-venue-resolution,false,false,false,,
xrp,xrp:1785060000000,1785060000000,1785060900000,2026-07-26T10:00:00Z,UP,YES,,1.0994,official-venue-resolution,false,false,false,,
bnb,bnb:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,DOWN,NO,,570.6,official-venue-resolution,false,false,false,,
btc,btc:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,UP,YES,,64462.24,official-venue-resolution,false,false,false,,
doge,doge:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,DOWN,NO,,0.0732183,official-venue-resolution,false,false,false,,
eth,eth:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,UP,YES,,1884.18,official-venue-resolution,false,false,false,,
hype,hype:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,DOWN,NO,,58.8126,official-venue-resolution,false,false,false,,
sol,sol:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,DOWN,NO,,75.08,official-venue-resolution,false,false,false,,
xrp,xrp:1785060900000,1785060900000,1785061800000,2026-07-26T10:15:00Z,UP,YES,,1.1,official-venue-resolution,false,false,false,,
bnb,bnb:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,570.98,official-venue-resolution,false,false,false,,
btc,btc:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,64492.5,official-venue-resolution,false,false,false,,
doge,doge:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,0.0733198,official-venue-resolution,false,false,false,,
eth,eth:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,1885.53,official-venue-resolution,false,false,false,,
hype,hype:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,58.8359,official-venue-resolution,false,false,false,,
sol,sol:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,75.1585,official-venue-resolution,false,false,false,,
xrp,xrp:1785061800000,1785061800000,1785062700000,2026-07-26T10:30:00Z,UP,YES,,1.1007,official-venue-resolution,false,false,false,,
bnb,bnb:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,570.64,official-venue-resolution,false,false,false,,
btc,btc:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,64462.07,official-venue-resolution,false,false,false,,
doge,doge:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,0.0732225,official-venue-resolution,false,false,false,,
eth,eth:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,1884.57,official-venue-resolution,false,false,false,,
hype,hype:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,58.7596,official-venue-resolution,false,false,false,,
sol,sol:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,75.07,official-venue-resolution,false,false,false,,
xrp,xrp:1785062700000,1785062700000,1785063600000,2026-07-26T10:45:00Z,DOWN,NO,,1.1,official-venue-resolution,false,false,false,,
bnb,bnb:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,DOWN,YES,,570.65,official-venue-resolution,true,true,false,,
btc,btc:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,DOWN,NO,,64453.24,official-venue-resolution,false,false,false,,
doge,doge:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,DOWN,NO,,0.0731824,official-venue-resolution,false,false,false,,
eth,eth:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,UP,YES,,1885.14,official-venue-resolution,false,false,false,,
hype,hype:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,DOWN,NO,,58.7541,official-venue-resolution,false,false,false,,
sol,sol:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,DOWN,NO,,75.053,official-venue-resolution,false,false,false,,
xrp,xrp:1785063600000,1785063600000,1785064500000,2026-07-26T11:00:00Z,DOWN,YES,,1.1001,official-venue-resolution,true,true,false,,
bnb,bnb:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,UP,NO,,570.61,official-venue-resolution,true,false,true,,
btc,btc:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,DOWN,NO,,64448.45,official-venue-resolution,false,false,false,,
doge,doge:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,UP,YES,,0.0733692,official-venue-resolution,false,false,false,,
eth,eth:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,UP,YES,,1885.71,official-venue-resolution,false,false,false,,
hype,hype:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,UP,YES,,58.8204,official-venue-resolution,false,false,false,,
sol,sol:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,DOWN,NO,,75.0192,official-venue-resolution,false,false,false,,
xrp,xrp:1785064500000,1785064500000,1785065400000,2026-07-26T11:15:00Z,UP,YES,,1.1001,official-venue-resolution,false,false,false,,
bnb,bnb:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,570.4,official-venue-resolution,false,false,false,,
btc,btc:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,64438.52,official-venue-resolution,false,false,false,,
doge,doge:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,0.0731695,official-venue-resolution,false,false,false,,
eth,eth:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,1885.23,official-venue-resolution,false,false,false,,
hype,hype:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,58.5893,official-venue-resolution,false,false,false,,
sol,sol:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,74.9152,official-venue-resolution,false,false,false,,
xrp,xrp:1785065400000,1785065400000,1785066300000,2026-07-26T11:30:00Z,DOWN,NO,,1.0996,official-venue-resolution,false,false,false,,
bnb,bnb:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,UP,NO,,570.34,official-venue-resolution,true,false,true,,
btc,btc:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,UP,YES,,64451.98,official-venue-resolution,false,false,false,,
doge,doge:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,UP,NO,,0.0731561,official-venue-resolution,true,false,true,,
eth,eth:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,DOWN,NO,,1884.52,official-venue-resolution,false,false,false,,
hype,hype:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,UP,YES,,58.6068,official-venue-resolution,false,false,false,,
sol,sol:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,UP,NO,,74.8853,official-venue-resolution,true,false,true,,
xrp,xrp:1785066300000,1785066300000,1785067200000,2026-07-26T11:45:00Z,UP,YES,,1.0997,official-venue-resolution,false,false,false,,
bnb,bnb:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,571.43,official-venue-resolution,false,false,false,,
btc,btc:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,64555.54,official-venue-resolution,false,false,false,,
doge,doge:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,0.07322,official-venue-resolution,false,false,false,,
eth,eth:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,1889.17,official-venue-resolution,false,false,false,,
hype,hype:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,58.7248,official-venue-resolution,false,false,false,,
sol,sol:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,74.9862,official-venue-resolution,false,false,false,,
xrp,xrp:1785067200000,1785067200000,1785068100000,2026-07-26T12:00:00Z,UP,YES,,1.1003,official-venue-resolution,false,false,false,,
bnb,bnb:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,DOWN,NO,,571.22,official-venue-resolution,false,false,false,,
btc,btc:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,DOWN,NO,,64521.84,official-venue-resolution,false,false,false,,
doge,doge:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,UP,YES,,0.0732771,official-venue-resolution,false,false,false,,
eth,eth:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,DOWN,NO,,1888.76,official-venue-resolution,false,false,false,,
hype,hype:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,UP,YES,,58.7918,official-venue-resolution,false,false,false,,
sol,sol:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,DOWN,NO,,74.94,official-venue-resolution,false,false,false,,
xrp,xrp:1785068100000,1785068100000,1785069000000,2026-07-26T12:15:00Z,DOWN,NO,,1.1002,official-venue-resolution,false,false,false,,
bnb,bnb:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,570.04,official-venue-resolution,false,false,false,,
btc,btc:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,64449.64,official-venue-resolution,false,false,false,,
doge,doge:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,0.0732187,official-venue-resolution,false,false,false,,
eth,eth:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,1886.67,official-venue-resolution,false,false,false,,
hype,hype:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,58.699,official-venue-resolution,false,false,false,,
sol,sol:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,74.803,official-venue-resolution,false,false,false,,
xrp,xrp:1785069000000,1785069000000,1785069900000,2026-07-26T12:30:00Z,DOWN,NO,,1.0987,official-venue-resolution,false,false,false,,
bnb,bnb:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,UP,YES,,570.46,official-venue-resolution,false,false,false,,
btc,btc:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,DOWN,NO,,64410.9,official-venue-resolution,false,false,false,,
doge,doge:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,DOWN,YES,,0.0732241,official-venue-resolution,true,true,false,,
eth,eth:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,DOWN,NO,,1885.5,official-venue-resolution,false,false,false,,
hype,hype:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,DOWN,YES,,58.7121,official-venue-resolution,true,true,false,,
sol,sol:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,UP,YES,,74.82,official-venue-resolution,false,false,false,,
xrp,xrp:1785069900000,1785069900000,1785070800000,2026-07-26T12:45:00Z,DOWN,NO,,1.0981,official-venue-resolution,false,false,false,,
bnb,bnb:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,570.04,official-venue-resolution,false,false,false,,
btc,btc:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,64367.42,official-venue-resolution,false,false,false,,
doge,doge:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,0.0730277,official-venue-resolution,false,false,false,,
eth,eth:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,1881.9,official-venue-resolution,false,false,false,,
hype,hype:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,58.5259,official-venue-resolution,false,false,false,,
sol,sol:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,74.7493,official-venue-resolution,false,false,false,,
xrp,xrp:1785070800000,1785070800000,1785071700000,2026-07-26T13:00:00Z,DOWN,NO,,1.0957,official-venue-resolution,false,false,false,,
bnb,bnb:1785071700000,1785071700000,1785072600000,2026-07-26T13:15:00Z,DOWN,NO,,569.98,official-venue-resolution,false,false,false,,
btc,btc:1785071700000,1785071700000,1785072600000,2026-07-26T13:15:00Z,UP,YES,,64412.86,official-venue-resolution,false,false,false,,
doge,doge:1785071700000,1785071700000,1785072600000,2026-07-26T13:15:00Z,DOWN,NO,,0.0728895,official-venue-resolution,false,false,false,,
eth,eth:1785071700000,1785071700000,1785072600000,2026-07-26T13:15:00Z,UP,YES,,1884.48,official-venue-resolution,false,false,false,,
hype,hype:1785071700000,1785071700000,1785072600000,2026-07-26T13:15:00Z,UP,YES,,58.6459,official-venue-resolution,false,false,false,,
sol,sol:1785071700000,1785071700000,1785072600000,2026-07-26T13:15:00Z,UP,YES,,74.8197,official-venue-resolution,false,false,false,,
